timestep	num_particles	potential_energy	kinetic_energy	temperature
49200	1998	0	79.60111002	0.6633425835
49300	1998	0	79.74337654	0.6645281378
49400	1998	0	75.21166135	0.6267638446
49500	1998	0	72.73776879	0.6061480732
49600	1998	0	74.5787753	0.6214897942
49700	1998	0	70.44314356	0.5870261963
49800	1998	0	81.40753693	0.6783961411
49900	1998	0	85.55678246	0.7129731871
50000	1998	0	79.95468469	0.6662890391
50100	1998	0	82.27991658	0.6856659715
50200	1998	0	79.23606171	0.6603005143
50300	1998	0	68.31758834	0.5693132362
50400	1998	0	88.830833	0.7402569417
50500	1998	0	81.21735895	0.6768113246
50600	1998	0	86.46104803	0.7205087336
50700	1998	0	71.24747957	0.5937289964
50800	1998	0	72.95479957	0.6079566631
50900	1998	0	72.25404182	0.6021170152
51000	1998	0	70.69165423	0.5890971185
51100	1998	0	76.69717968	0.639143164
51200	1998	0	80.98395164	0.6748662636
51300	1998	0	76.53508312	0.6377923593
51400	1998	0	74.2463759	0.6187197991
51500	1998	0	77.95533042	0.6496277535
51600	1998	0	79.36498018	0.6613748348
51700	1998	0	73.38377745	0.6115314787
51800	1998	0	66.99909373	0.558325781
51900	1998	0	69.9101805	0.5825848375
52000	1998	0	85.37155901	0.7114296584
52100	1998	0	77.72776394	0.6477313662
52200	1998	0	89.922024	0.7493502
52300	1998	0	74.47759731	0.6206466443
52400	1998	0	74.07780479	0.6173150399
52500	1998	0	73.14261522	0.6095217935
52600	1998	0	66.54770687	0.5545642239
52700	1998	0	76.804427	0.6400368916
52800	1998	0	79.46133444	0.662177787
52900	1998	0	76.50723861	0.6375603218
53000	1998	0	83.36591672	0.6947159727
53100	1998	0	73.94670818	0.6162225681
53200	1998	0	86.10373528	0.7175311273
53300	1998	0	81.37521853	0.6781268211
53400	1998	0	72.19513851	0.6016261542
53500	1998	0	70.17258229	0.5847715191
53600	1998	0	78.39766281	0.6533138567
53700	1998	0	81.01057075	0.6750880896
53800	1998	0	90.4591079	0.7538258992
53900	1998	0	72.88385627	0.6073654689
54000	1998	0	73.4861101	0.6123842508
54100	1998	0	80.4765071	0.6706375592
54200	1998	0	67.0218529	0.5585154408
54300	1998	0.1531655699	61.18067716	0.5098389763
54400	1998	0	75.41964324	0.628497027
54500	1998	0	67.30007532	0.560833961
54600	1998	0	68.7548705	0.5729572542
54700	1998	0	78.03259866	0.6502716555
54800	1998	0	82.83988557	0.6903323797
54900	1998	0	80.09730307	0.6674775255
55000	1998	0	74.05939858	0.6171616549
55100	1998	0	81.7397402	0.6811645017
55200	1998	0	71.90357951	0.5991964959
55300	1998	0	73.50777691	0.6125648076
55400	1998	0	74.91671402	0.6243059501
55500	1998	0.390745334	70.27205712	0.585600476
55600	1998	0	79.43993959	0.6619994966
55700	1998	0	72.98116337	0.6081763614
55800	1998	0	79.09518653	0.6591265544
55900	1998	0	80.13612487	0.6678010406
56000	1998	0	90.06772984	0.7505644153
56100	1998	0	97.28501436	0.810708453
56200	1998	0	79.20813351	0.6600677793
56300	1998	0	80.95881937	0.6746568281
56400	1998	0	74.25412939	0.6187844116
56500	1998	0	72.26747037	0.6022289198
56600	1998	0	71.99837077	0.5999864231
56700	1998	0	88.60172566	0.7383477138
56800	1998	0	85.80314417	0.7150262014
56900	1998	0	78.16002568	0.6513335473
57000	1998	0	77.12627913	0.6427189928
57100	1998	0	89.55716699	0.746309725
57200	1998	0	78.99968169	0.6583306807
57300	1998	0	74.07168166	0.6172640138
57400	1998	0	81.27151323	0.6772626103
57500	1998	0	70.25836315	0.5854863596
57600	1998	0	69.00691276	0.5750576064
57700	1998	0	70.90972197	0.5909143497
57800	1998	0	78.57256959	0.6547714132
57900	1998	0	75.73129601	0.6310941334
58000	1998	0	72.28813995	0.6024011663
58100	1998	0	82.67438875	0.6889532396
58200	1998	0	80.72231249	0.6726859374
58300	1998	0	68.8916652	0.57409721
58400	1998	0	80.35393798	0.6696161499
58500	1998	0	75.85960571	0.6321633809
58600	1998	0	78.3426859	0.6528557159
58700	1998	0	75.07176881	0.6255980734
58800	1998	0	75.03871511	0.6253226259
58900	1998	0	81.81830976	0.681819248
59000	1998	0	76.43995793	0.6369996494
59100	1998	0	73.40443899	0.6117036582
59200	1998	0	74.97478193	0.6247898494
59300	1998	0	68.80458367	0.5733715306
59400	1998	0	73.24966474	0.6104138728
59500	1998	0	79.00114857	0.6583429047
59600	1998	0	70.73757933	0.5894798278
59700	1998	0	69.71012392	0.5809176993
59800	1998	0	76.89611051	0.640800921
59900	1998	0	73.91545614	0.6159621345
60000	1998	0	67.45014578	0.5620845482
60100	1998	0	75.80794087	0.6317328406
60200	1998	0	72.56851811	0.6047376509
60300	1998	0	86.36221371	0.7196851143
60400	1998	0	85.99523611	0.7166269676
60500	1998	0	77.08804896	0.642400408
60600	1998	0	77.95709443	0.6496424536
60700	1998	0	84.34318563	0.7028598802
60800	1998	0	78.85496956	0.6571247463
